ID,n_points_used,r_min,r_max,v_max,model_chosen,delta_BIC,delta_BIC_raw,delta_BIC_chi,bic_status,s_frac,chi2_red,R2,AIC,AICc,BIC,Qexp,ring_A,ring_r,ring_sigma,DW,rho_AR1,BP_pvalue,conservative_sigma,resid_ar1_flagged,rmse_holdout,mae_holdout,r2_holdout,delta_rmse_in,delta_rmse_holdout,bound_hits_chosen,bound_hits_f7,bound_hits_f10,fit_status
GC04483,8,0.08,1.21,24.3,EGR-10,-86.15842376715293,-86.15842376715293,-2207.5380164109906,F7_fallback,0.0,0.18036600947850992,0.99802002534324,0.09664054753133655,0.09664054753133655,0.8910559643296949,4.821256434040038,5.210705750622078,0.4865126392734007,0.06050000000092802,2.0063042313999158,-0.12103415177310191,0.10616082144967443,True,False,nan,nan,nan,-92.54806342925184,nan,3,0,3,OK
GC04499,9,0.91,8.18,74.3,EGR-10,-92.61407472536646,-92.61407472536646,-59.922662214685246,F7_fallback,0.0,0.06276699896271173,0.9997796613955781,-6.757777146194204,-6.757777146194204,-4.785531372832008,97.06532123574414,4.645678504248292,2.290019000308952,0.4090000000007165,2.121282991657131,-0.07472008879547286,0.09138258692486707,True,False,nan,nan,nan,-55.74785589004004,nan,3,0,3,OK
GC05005,11,0.78,28.61,100.0,EGR-10,-109.13909311470357,-109.13909311470357,-301.2440688622836,F7_fallback,0.0,0.03009263563476978,0.9995586057128026,8.193750091132449,8.193750091132449,12.172702819116155,16.834876239984183,31.16080783939636,24.009248915053856,11.545549098667738,2.162486835453166,-0.10049242276816704,0.9042620699480929,True,False,nan,nan,nan,-115.13896702291277,nan,1,0,1,OK
GC05253,73,0.13,53.29,248.0,EGR-10,-415.3700938718211,-415.3700938718211,-44.92868551111989,F7_fallback,0.0,0.13013971758720877,0.9436074712768228,137.69174998365816,141.24013708043236,160.59634439514207,119.30220042609204,70.73026732377406,12.32619458208351,16.915661652160946,0.7496706569998084,0.6595981667580905,1.8658012227743364e-07,True,True,nan,nan,nan,-39.82825317986186,nan,1,0,1,OK
GC05414,6,0.68,4.11,61.4,EGR-10,-315.5864311211121,-315.5864311211121,-61.171727324915096,F7_fallback,0.0,3.823065184421568e-28,1.0,-358.79661319968,-358.79661319968,-360.87901850739945,59.71396431216514,4.007340570065895,1.8597609537826374,0.590388277512986,1.5073010846540238,0.16940169216023562,0.014305878435429645,True,False,nan,nan,nan,-49.62828254236421,nan,1,0,1,OK
GC05716,12,1.03,12.37,74.7,EGR-10,-101.10768091531753,-101.10768091531753,-40.939924348082926,F7_fallback,0.0,0.4939695855593955,0.9958086050232863,11.886614975984175,231.88661497598417,16.735681473864176,38.04144062486358,4.449605113681204,7.599939252974155,1.4442939916116646,1.9557225227085828,-0.35749204994338885,0.21170140432210474,True,True,nan,nan,nan,-65.00458392642966,nan,2,0,2,OK
GC05721,23,0.09,6.74,82.6,EGR-10,-149.60234734564656,-149.60234734564656,-309.82524379881363,F7_fallback,0.0,0.34433409370978474,0.9827751201502667,56.186422810505036,74.51975614383836,67.54136496979653,27.263336196489085,8.342103641684806,1.8687771528448358,0.44135199293200555,1.0660294485272792,0.45676213793529424,0.031632152106692187,True,True,nan,nan,nan,-67.45616418732146,nan,1,0,2,OK
GC05750,11,0.31,22.85,78.9,EGR-10,-101.55994504192023,-101.55994504192023,-2054.4826660684657,F7_fallback,0.0,0.15203082185752326,0.9987923238282047,16.59390220763227,16.59390220763227,20.572854935615975,33.419975192838194,10.108682489896985,9.038236786324156,3.4227253025597517,0.7608027236479425,0.4575414260484438,0.21521639290164915,True,True,nan,nan,nan,-119.26811288322249,nan,1,0,2,OK
GC05764,10,0.36,3.62,55.8,EGR-10,-68.62140594885666,-68.62140594885666,-99.60868031037305,F7_fallback,0.05310668945312501,1.0000263366062343,0.9920315209307082,18.93878501678419,18.93878501678419,21.964635946724652,22.87990874529638,15.161673141647872,2.088199192083176,1.2112067744638793,2.403736415607649,-0.2064606374120744,0.30800601978393616,False,False,nan,nan,nan,-52.120843890480515,nan,1,0,3,OK
GC05829,11,0.63,6.91,68.6,EGR-10,-104.91310172837908,-104.91310172837908,-229.68642904580656,F7_fallback,0.0,0.06637978291968842,0.9993958415575156,-0.5427755407830936,-0.5427755407830936,3.436177187200613,45.46350906112671,8.41921276699464,1.4820081187918117,0.9150359780108072,3.3336965490049826,-0.6870736560497808,0.39333449151039246,True,True,nan,nan,nan,-63.806740590925344,nan,1,0,2,OK
GC05918,8,0.56,4.46,44.5,EGR-10,-77.83573889819446,-77.83573889819446,-134.48042425268156,F7_fallback,0.0,0.04605906239174955,0.9988112178962384,0.6400525523941951,0.6400525523941951,1.4344679691925535,18.35259335223312,3.2521618296810257,1.279529737747624,0.4345163520642583,2.258425957806561,-0.40238822296695387,0.009268712131892568,True,True,nan,nan,nan,-56.791986669696904,nan,2,0,2,OK
GC05986,15,0.63,9.41,116.0,EGR-10,-122.37478352345931,-122.37478352345931,-63.49726316281084,F7_fallback,0.0,0.12685609198145792,0.9992588419751689,9.654578727956453,64.65457872795645,16.735080738978553,289.61229416828536,22.06402234444055,4.495282164721991,2.5611947177162864,1.8097659752132123,0.05033435990375017,0.04658699717612878,True,False,nan,nan,nan,-54.170019773438156,nan,1,0,1,OK
GC05999,5,3.48,16.22,100.0,EGR-10,-44.94539080374535,-44.94539080374535,-8.016987967761395,F7_fallback,0.0,0.03396694193897482,0.9995599890830812,11.135351945846677,11.135351945846677,7.229731070187681,382.0433030133412,46.12453040446152,8.480427061693124,0.8160211051921655,2.5222446279522095,-0.8038762205509552,0.07718667105910088,True,True,nan,nan,nan,-59.381915720827905,nan,3,0,3,OK
GC06399,9,0.87,7.85,87.6,EGR-10,-74.03277692292151,-74.03277692292151,-59.233061719298945,F7_fallback,0.0,0.08892970419869961,0.9990672907835636,11.276524238715467,11.276524238715467,13.248770012077664,35.85258845882884,2.441088562202106,4.957225268424885,0.4908820901634649,1.611301798436066,-0.16200840367469727,0.07149446235107773,True,False,nan,nan,nan,-53.68268740726556,nan,3,0,4,OK
GC06446,17,0.58,10.22,84.9,EGR-10,-111.8193801395765,-111.8193801395765,-59.04682562528146,F7_fallback,0.0,0.2575209539656966,0.9853695162742409,36.94863454944224,73.6153012161089,45.2807679900044,63.87359952307882,23.130154923258523,8.12680137556322,3.7688102712576304,1.4857237443696425,0.150447882544985,0.016032018964320386,True,False,nan,nan,nan,-55.025794802429346,nan,2,0,2,OK
GC06614,13,3.23,64.59,205.0,EGR-10,-94.41268111988785,-94.41268111988785,1.72506669805162,F7_fallback,0.0,0.010075481183615119,0.9966995725062527,14.673620389910694,124.6736203899107,20.32311396452606,656.8019784211716,20.13794692779133,22.10523674646572,17.763805850566925,2.3191698449652156,-0.1696149710217998,0.7813015336937372,True,False,nan,nan,nan,-40.547169091992075,nan,2,0,1,OK
GC06628,7,1.1,7.69,42.3,EGR-10,-87.81428823303015,-87.81428823303015,-48.06581804423833,F7_fallback,0.0,0.0006335089651542681,0.9997695590080689,-15.594142762533203,-15.594142762533203,-16.13504127198007,15.571913196626163,4.052168777237993,2.585692849096308,0.38450004309812896,2.606983668399682,-0.4225879344631682,0.36669481797717596,True,True,nan,nan,nan,-63.164748080492174,nan,3,0,3,OK
GC06667,9,0.87,7.85,85.7,EGR-10,-74.62042037717735,-74.62042037717735,-55.17298642555619,F7_fallback,0.0,0.2315344572531702,0.9990786430937039,10.665466539578171,10.665466539578171,12.637712312940367,330.3619831769941,3.384744692982823,4.819434470836302,1.3261639052158931,3.066618906950065,-0.5514253329553418,0.40455767785957075,True,True,nan,nan,nan,-53.632630487637456,nan,2,0,2,OK
GC06786,45,0.16,34.05,229.0,EGR-10,-217.03543719094776,-217.03543719094776,-17.54362815998533,F7_fallback,0.0,0.2582644415166929,0.9516786621391927,134.0800923326475,140.5506805679416,152.1467172303507,1110.6132160119837,116.99128041349775,23.43385034125044,27.23999999759771,1.3816361396575165,0.30679298556987333,0.16694355976706945,True,True,nan,nan,nan,-41.41583916919829,nan,3,0,2,OK
GC06787,71,0.12,37.19,276.0,EGR-10,-145.73683045535807,-145.73683045535807,9.793081690174446,F7_fallback,0.029229736328125,0.999946424060672,0.039172901445007846,432.47405544619704,436.1407221128637,455.1008542166102,247.36936459130268,38.54926535833251,9.7854031263852,2.212083740248879,0.48320192177349147,0.6855671088319804,0.14500609244207513,False,True,nan,nan,nan,-38.04324362019859,nan,1,0,2,OK
GC06818,8,0.87,6.98,74.4,EGR-10,-72.26491841765133,-72.26491841765133,-79.17799267791315,F7_fallback,0.0,0.05556787146218615,0.999470908418299,6.798636245529536,6.798636245529536,7.593051662327895,110.0942610662299,12.446997061676148,4.820494966319197,0.5119801896957598,3.1049415446127067,-0.7036578450565746,0.13741672872126837,True,True,nan,nan,nan,-58.78752903386025,nan,0,0,0,OK
GC06917,11,1.74,10.47,111.0,EGR-10,-84.41634493668823,-84.41634493668823,0.8728915376940236,F7_fallback,0.0,0.1253436775088909,0.9989406581840058,5.040767997655724,5.040767997655724,9.01972072563943,388.41115916120043,23.470790523790022,3.6200180126791808,2.1685169033556355,3.2586364543296127,-0.7683224393282534,0.04625679430585078,True,True,nan,nan,nan,-32.087394580746164,nan,0,0,0,OK
GC06923,6,0.93,5.16,81.1,EGR-10,-72.75969727377073,-72.75969727377073,-5.5069579757516,F7_fallback,0.0,0.0008660034976826627,0.9999844547626268,-13.771790278779953,-13.771790278779953,-15.854195586499404,979.0744635461269,13.684019836887417,2.8820765149676424,0.9768902637952761,3.4514293806955427,-0.8776224182299618,0.17258730325112404,True,True,nan,nan,nan,-40.26370129907477,nan,3,0,3,OK
GC06930,10,1.74,16.61,109.0,EGR-10,-79.88626797631646,-79.88626797631646,-7.01122206848158,F7_fallback,0.0,0.13574900855311284,0.9981710691327884,12.477118718970855,12.477118718970855,15.502969648911316,414.6502990377294,12.148459303090041,3.9579453380755574,0.8305000000000005,1.4232192674247457,0.2537353132545136,0.030391898451964577,True,False,nan,nan,nan,-51.95771307023116,nan,2,0,2,OK
GC06973,9,1.74,7.85,180.0,EGR-10,-87.46151443209301,-87.46151443209301,2.0500885926071923,F7_fallback,0.0,0.05483641239787879,0.9843290745777912,5.723644612926741,5.723644612926741,7.695890386288937,723.0362211228146,6.527427243313878,2.848778826454049,0.39250000000000007,2.30450741264528,-0.19770912833973642,0.16759952946763912,True,False,nan,nan,nan,-83.64982850458341,nan,2,0,3,OK
GC06983,17,1.74,15.68,113.0,EGR-10,-75.91862359623698,-75.91862359623698,0.3457000699497783,F7_fallback,0.0,0.7594245392377961,0.9275259893181879,62.99072099172727,99.65738765839393,71.32285443228943,51.57498025627015,13.507560186197788,11.407147030275956,3.2326927586519805,1.9561491159312172,-0.2664147943812279,0.14329128523684348,True,False,nan,nan,nan,-38.86530180155937,nan,1,0,1,OK
GC07089,12,0.87,9.16,79.1,EGR-10,-89.53326842413713,-89.53326842413713,-121.89289191892536,F7_fallback,0.0,0.18514719966918994,0.9963036164029893,21.416585792842834,241.41658579284282,26.265652290722837,53.08542866658016,4.30014543325074,1.5481993969166077,0.45800000035671,2.642971230002288,-0.38206792874243467,0.1556055394587029,True,True,nan,nan,nan,-59.29106860347384,nan,4,0,4,OK
GC07125,13,1.44,18.68,65.6,EGR-10,-115.29534086802502,-115.29534086802502,-142.67136966397626,F7_fallback,0.0,0.3459467778570208,0.9945780596995993,15.281366917522064,125.28136691752206,20.93086049213743,12.904356103058474,16.564185310946474,15.17028294984024,6.1812742856062854,2.055962023296186,-0.12392571471830882,0.32775935801810197,True,False,nan,nan,nan,-93.6941449805731,nan,2,0,1,OK
GC07151,11,0.5,5.5,76.2,EGR-10,-88.96415775705957,-88.96415775705957,-77.87727243446368,F7_fallback,0.0,0.7693641516946652,0.9980428551914654,10.949085218010378,10.949085218010378,14.928037945994085,25.74131096836935,12.334460328386468,1.6063229727885653,0.6688331142745421,3.119358461364565,-0.6529175852348739,0.3889350899789533,True,True,nan,nan,nan,-51.762984581922375,nan,1,0,1,OK
GC07232,4,nan,nan,nan,NA,nan,nan,nan,both_fail,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,nan,nan,nan,nan,nan,0,0,0,too_few_points
GC07261,7,0.95,6.67,76.1,EGR-10,-71.51918428299116,-71.51918428299116,-4.932864626000523,F7_fallback,0.0,0.00589002619321628,0.9996924961325977,-5.29490039221654,-5.29490039221654,-5.835798901663409,552.417911797363,17.998428047181164,2.2497583857486996,0.33350029100479306,3.4224308891732753,-0.8140579742123035,0.1145629588313661,True,True,nan,nan,nan,-41.04722850483659,nan,2,0,3,OK
GC07323,10,0.58,5.82,85.6,EGR-10,-89.26330878861924,-89.26330878861924,-81.75136118447045,F7_fallback,0.0,0.14028461270637424,0.9994956627549155,4.39841948976966,4.39841948976966,7.424270419710121,107.27838587795041,4.360302981581237,4.229731857656361,0.5786952659478486,2.947814861907156,-0.5278220075531018,0.5086862757225479,True,True,nan,nan,nan,-55.716777715869284,nan,2,0,2,OK
GC07399,10,0.61,6.13,106.0,EGR-10,-88.73919227838752,-88.73919227838752,-8.870239053192499,F7_fallback,0.0,0.13178276674256706,0.9994459998006174,1.439997614652583,1.439997614652583,4.465848544593044,399.69440032427514,24.709981305750222,1.2133182653873738,1.2570600014592164,2.409786143249611,-0.296630450034435,0.14124533033289258,True,False,nan,nan,nan,-46.80234652363251,nan,1,0,1,OK
GC07524,31,0.35,10.69,83.8,EGR-10,-247.09820178944176,-247.09820178944176,-557.2303698828038,F7_fallback,0.0,0.1720883210541396,0.9966122685076529,26.154491773533106,37.15449177353311,40.494363818384564,34.70310819761429,3.6573411045899378,4.275335396157355,0.5720418985405958,1.5359617767497928,0.04099792147384097,0.7142540876796921,True,False,nan,nan,nan,-69.06315562474612,nan,2,0,2,OK
GC07559,7,0.36,2.53,32.1,EGR-10,-95.65312811697436,-95.65312811697436,-406.3597457613581,F7_fallback,0.0,0.0012557344945873718,0.999970243373707,-23.96686348269595,-23.96686348269595,-24.507761992142818,83.35032849149079,1.5929903415270366,1.7825155880838592,0.31623066525161075,3.4576505137254134,-0.7293140264366859,0.2800483883737218,True,True,nan,nan,nan,-60.83382116769283,nan,2,0,2,OK
GC07577,9,0.19,1.69,17.8,EGR-10,-130.2706323753245,-130.2706323753245,-2690.0088420691936,F7_fallback,0.0,0.0014774611241890865,0.9999190223246184,-37.66472370226226,-37.66472370226226,-35.69247792890006,4.3265610098332274,1.0107198028941173,1.8589999999952422,0.21364741219287234,3.5838314091852568,-0.7955133660156971,0.17035786242939274,True,True,nan,nan,nan,-81.39931373930166,nan,3,0,3,OK
GC07603,12,0.34,4.11,64.0,EGR-10,-113.48486003494502,-113.48486003494502,-138.68627452796485,F7_fallback,0.0,0.09267758353057291,0.9992984895781353,-4.574501415926878,215.42549858407313,0.27456508195312423,24.45171571304009,5.007625393035843,1.8460517911724967,0.4138240678389816,2.0803161477474186,-0.2901286092587612,0.038512519181700046,True,False,nan,nan,nan,-55.07583122553888,nan,1,0,1,OK
GC07608,8,0.6,4.78,69.3,EGR-10,-71.6657797282428,-71.6657797282428,-134.39772933500822,F7_fallback,0.0,0.032796284247518195,0.9993903876429833,6.434769211636105,6.434769211636105,7.229184628434464,41.7718002701248,6.189353371897278,1.7607817898118912,0.5019645387554349,1.7091762872448908,-0.2919523915996395,0.1531685348738405,True,False,nan,nan,nan,-55.338506491070966,nan,2,0,2,OK
GC07690,7,0.59,4.13,60.7,EGR-10,-55.59793449962401,-55.59793449962401,-4.339179446080291,F7_fallback,0.0,0.08540227341745235,0.9901910645338832,9.609081710131228,9.609081710131228,9.06818320068436,43.59771076327717,11.915023557938415,0.974240386027483,0.9444333485389055,2.1354270261711332,-0.3293458919125735,0.1862662922171602,True,True,nan,nan,nan,-37.847053090150645,nan,2,0,2,OK
GC07866,7,0.33,2.32,33.1,EGR-10,-100.1895731605758,-100.1895731605758,-247.21016865518527,F7_fallback,0.0,0.00042083110211369167,0.9999770881612825,-28.38332196285902,-28.38332196285902,-28.92422047230589,28.284522929007853,5.983509926003803,0.7053209366479773,0.49057405068834914,3.6627933699299366,-0.8767671046091645,0.1877627346723514,True,True,nan,nan,nan,-61.369512662365295,nan,1,0,1,OK
GC08286,17,0.47,8.04,84.3,EGR-10,-159.24233225941464,-159.24233225941464,-128.41189138132202,F7_fallback,0.0,0.06902219841254296,0.9994171843164523,-11.846220087718415,24.82044657894825,-3.5140866471562546,189.52746727076627,10.623879207762256,1.7305171279613412,0.6759556776129401,1.725944628677065,-0.038678053331889145,0.054703055752286116,True,False,nan,nan,nan,-54.03904064095801,nan,1,0,1,OK
GC08490,30,0.34,10.15,80.1,EGR-10,-265.99628428773957,-265.99628428773957,-61.45704713014597,F7_fallback,0.0,0.031590799721272066,0.9966397319550212,-17.47304622536197,-5.894098856940916,-3.4610724087404137,36.633435651595235,2.4649791381625237,7.162626414011465,1.1624157523202656,1.7531972959149535,0.06681814725345926,0.013542145379337903,True,False,nan,nan,nan,-52.916318374431505,nan,1,0,1,OK
GC08550,11,0.49,5.36,57.8,EGR-10,-91.58342299977667,-91.58342299977667,-74.24932298843528,F7_fallback,0.0,0.7788923327132187,0.9955499626720566,8.821455574311768,8.821455574311768,12.800408302295475,22.666834849980262,13.034811487410748,1.0795107348275799,0.6450304872450113,2.3538198188004866,-0.19946058556573823,0.9117463972770496,True,False,nan,nan,nan,-53.00923499577037,nan,2,0,2,OK
GC08699,41,0.22,25.7,202.0,EGR-10,-65.87228516566975,-65.87228516566975,-6.841831606799808,F7_fallback,0.0,0.5165884520665746,-0.7553708540787141,231.1941773357786,238.52751066911193,248.32989800282166,590.1554978243303,20.511539393628873,9.294376831096084,1.9870143093426877,0.2879121097329971,0.7865343031630284,0.03792188873104933,True,True,nan,nan,nan,-20.468209924050885,nan,0,0,0,OK
GC08837,8,0.52,4.2,48.0,EGR-10,-86.89757265849201,-86.89757265849201,-782.8419460692357,F7_fallback,0.0,0.04886907707756691,0.9998285963199355,-6.830163700237726,-6.830163700237726,-6.035748283439368,13.702428907993717,5.501390779705508,3.3294802508777885,0.6373054099030687,3.5915388249184734,-0.8237237792493721,0.8975199803629231,True,True,nan,nan,nan,-62.87339999475385,nan,2,0,1,OK
GC09037,22,2.43,27.96,160.0,EGR-10,-119.60725770099023,-119.60725770099023,-4.572103396187288,F7_fallback,0.0,0.26613703125846905,0.9887085324268624,62.12346008547918,82.12346008547918,73.03388461906235,649.7856938643673,16.156330737135715,19.282573344397125,3.808265150791486,1.2879622661810979,0.23878686150047332,0.23981994133641646,True,False,nan,nan,nan,-46.13281877558369,nan,1,0,1,OK
GC09133,68,0.32,108.31,289.0,EGR-10,-144.82953823678235,-144.82953823678235,9.6561487669982,F7_fallback,0.014227294921875001,1.0000825149300605,0.9112585358088698,285.4156160142038,289.2752651370108,307.6106930659649,1197.8605271046442,13.59078096388557,16.440031683695402,7.943200686052725,0.23252468379224447,0.8858137974577743,0.20723261384425298,False,True,nan,nan,nan,-16.829754636055846,nan,3,0,2,OK
GC09992,5,0.78,3.89,34.3,EGR-10,-324.60422638598976,-324.60422638598976,-20.47538092616462,F7_fallback,0.0,2.1197958912512877e-25,1.0,-254.7794845511895,-254.7794845511895,-258.6851054268485,19.032015006558826,4.420357266352829,1.5972058379804333,0.8659366606504433,2.7677675502649604,-0.5661118606786927,0.025347318677468252,True,True,nan,nan,nan,-45.657607328387876,nan,1,0,1,OK
GC10310,7,1.1,7.74,73.2,EGR-10,-109.3741109968299,-109.3741109968299,-22.448740224001217,F7_fallback,0.0,4.7934426033198715e-05,0.9999990249335365,-40.54197651473899,-40.54197651473899,-41.08287502418586,80.96743660309966,4.4777831486085296,2.8904001695359485,1.1046061465755175,3.465160383668507,-0.888380167519653,0.08635121973341582,True,True,nan,nan,nan,-49.63635973577826,nan,3,0,3,OK
GC11455,36,0.62,41.93,291.0,EGR-10,-180.17895495951896,-180.17895495951896,-50.929808908513294,F7_fallback,0.0,0.9263516690274254,0.9925915290105154,147.77632731582395,156.57632731582396,163.61151670038507,246.2242402537846,29.635783853376225,15.338736657446377,4.56846418089201,1.5288803161450404,0.2311705474156099,0.5616967274061417,False,False,nan,nan,nan,-77.73741574557084,nan,2,0,2,OK
GC11557,12,0.33,10.56,85.0,EGR-10,-85.96671672272498,-85.96671672272498,-696.9916020423906,F7_fallback,0.0,0.26696178568723655,0.995642457430308,33.188545577495724,253.18854557749572,38.037612075375726,22.9872235237357,11.794090002554341,5.791585427363416,0.6312550346469494,0.8543285424166941,0.403992599344488,0.028653667088855285,True,True,nan,nan,nan,-83.21941488092493,nan,3,0,2,OK
GC11820,10,0.26,15.82,84.45,EGR-10,-90.83561980865312,-90.83561980865312,-614.6964616618021,F7_fallback,0.0,0.4997628287687697,0.998534006694903,19.173644596991178,19.173644596991178,22.19949552693164,36.64333985707196,105.55306039860258,2.610947745532487,1.00749337285595,2.97273046651534,-0.581634542898596,0.0495758892472896,True,True,nan,nan,nan,-126.25189266451974,nan,3,0,3,OK
GC11914,65,0.28,9.83,305.0,EGR-10,-537.8184372202379,-537.8184372202379,-35.52276230867726,F7_fallback,0.0,0.18106841710877422,0.9894098101200828,142.5808983615858,146.6549724356599,164.3247710605422,835.7189018568032,26.37529725375505,9.881636000125658,1.4724213437575027,0.8473997139111867,0.573350344137862,0.02684680064845299,True,True,nan,nan,nan,-174.46420728160547,nan,2,0,2,OK
GC12506,31,0.82,49.99,255.0,EGR-10,-134.69905053305618,-134.69905053305618,-11.65999187325638,F7_fallback,0.0,0.09703716610234106,0.9856979282389969,98.38386045723209,109.38386045723209,112.72373250208355,658.4597423294402,27.96833606995947,24.86519446692373,12.065441289368753,1.900484174292367,0.039489989106174794,0.08763786368396201,True,False,nan,nan,nan,-33.16720623661635,nan,0,0,0,OK
GC12632,15,0.71,10.66,73.2,EGR-10,-142.0950671225877,-142.0950671225877,-121.33245760176847,F7_fallback,0.0,0.06539084445180718,0.9990599963090447,-4.1280363746465945,50.8719636253534,2.952465636375507,48.465409001479216,6.106728759124628,2.674526874955482,1.0993470544365136,2.7566652627952433,-0.3954053060325867,0.7425991267073626,True,True,nan,nan,nan,-66.44093151182791,nan,1,0,1,OK
GC12732,16,0.96,15.4,98.0,EGR-10,-127.15576205054182,-127.15576205054182,-65.83278826450396,F7_fallback,0.0,0.17397600505570568,0.9963115477492142,19.899718820275197,63.8997188202752,27.62560604267301,790.4563449203382,29.478014345412912,3.044040751888948,3.950678612161699,1.4789924401974013,0.20100930187825627,0.030486176546858958,True,False,nan,nan,nan,-67.74870348770499,nan,2,0,2,OK
GCA281,7,0.09,1.08,29.5,EGR-10,-85.29578388097397,-85.29578388097397,-1348.6856631242626,F7_fallback,0.0,0.0222187891474345,0.9996918092546252,-7.852453546183028,-7.852453546183028,-8.393352055629897,11.117607067411642,1.6969246512731082,0.5815704649990278,0.13040105700718962,2.8724486968665324,-0.6425709829191475,0.2014619908271897,True,True,nan,nan,nan,-91.70562580864015,nan,3,0,3,OK
GCA442,8,0.42,6.33,57.8,EGR-10,-80.23429992227817,-80.23429992227817,-312.28625353157855,F7_fallback,0.0,0.12484372057221982,0.9995371278813432,1.7758717186388076,1.7758717186388076,2.570287135437166,115.23718937437143,8.282927254643244,4.149900424644707,2.1153641578665208,3.7216830313393974,-0.8619352468166184,0.2978869499291448,True,True,nan,nan,nan,-70.88242436848725,nan,1,0,1,OK
GCA444,36,0.12,2.62,38.3,EGR-10,-324.23604404520086,-324.23604404520086,-3090.0851582424957,F7_fallback,0.0,0.02834197836352251,0.9945393861811718,-10.813616636605978,-2.0136166366059776,5.021572747955119,8.433324415627347,2.7540559835855136,0.8375917988324981,0.1576663523335749,2.244099056107536,-0.15629384359582454,0.0004274622878267418,True,False,nan,nan,nan,-67.6970159705407,nan,2,0,2,OK
